Battle,battle_location,Enemy,Lvl,HP,XP,GP,AtkMult,HitPercent,Atk,DefMul,Evade,Defense,MDefMult,MagicEvade,MDef,MinSpd,MaxSpd,SpellPower,ScriptValue1,ScriptValue2,ScriptValue3,ScriptValue4
dlunar,Kaipo Inn,D. Lunar,11,151,440,122,3,75,26,1,65,2,2,60,12,2,4,4,,,,
dlunar,Ogopogo (Lunar Core),D. Lunar,62,18500,30550,0,11,99,150,4,55,4,9,50,40,38,38,127,,,,
dlunar,Pale Dim (Lunar Sub),D. Lunar,98,13650,29500,0,11,85,144,5,40,5,10,50,48,40,43,31,,,,
dlunar,Plague (Lunar Sub),D. Lunar,96,14000,15600,275,11,90,146,4,50,5,7,50,32,29,32,35,,,,
dlunar,Rubicant (Upper Babil 2),D. Lunar,50,12600,12500,3500,7,80,88,1,90,1,8,80,37,38,38,16,,,,
dlunar,Valvalis (Zot 2),D. Lunar,36,3000,4750,2750,5,99,70,0,0,0,3,40,12,18,18,63,,,,
dlunar,Wyvern (Lunar Sub),D. Lunar,99,12500,32150,0,12,90,160,4,80,5,10,50,52,43,46,8,,,,
dmist,Antlion Cave,D.Mist,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,2,,,,
dmist,Asura (Feymarch),D.Mist,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
dmist,Cave Bahamut,D.Mist,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
dmist,Baigan (Baron Castle 1),D.Mist,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,9,,,,
dmist,Calbrena (Dwarf Castle 1),D.Mist,47,8524,21000,8000,7,99,96,0,0,2,6,60,25,11,11,41,,,,
dmist,CPU (Giant 2),D.Mist,48,24000,150000,10333,13,99,174,0,0,4,8,50,38,38,38,127,,,,
dmist,Cave Magnes,D.Mist,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,15,,,,
dmist,Dark Imp (Tower Key),D.Mist,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,16,,,,
dmist,D Lunar (Lunar Sub),D.Mist,99,42000,100000,0,11,85,144,0,0,4,10,80,54,30,30,36,,,,
dmist,Mist Cave,D.Mist,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10,,,,
dmist,Elements (Giant 1),D.Mist,79,65000,102500,20000,10,80,128,0,0,3,3,60,4,89,89,15,,,,
dmist,Sealed Cave,D.Mist,37,19000,23000,8000,6,90,84,0,0,2,7,80,29,66,66,79,,,,
dmist,Fabul Defense,D.Mist,15,1880,5590,1425,3,90,36,0,0,2,3,60,11,6,9,15,,,,
dmist,Golbez (Dwarf Castle 2),D.Mist,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
dmist,Baron Guards (Baron Inn 1),D.Mist,18,400,1440,1000,3,99,46,0,0,1,3,40,14,11,14,26,,,,
dmist,Baron Throne Room,D.Mist,16,4000,5500,4000,3,99,44,0,0,2,10,50,48,15,15,29,,,,
dmist,Karate (Baron Inn 2),D.Mist,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,31,,,,
dmist,Eblan Royalty (Upper Babil 1),D.Mist,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,15,,,,
dmist,Leviatan (Feymarch),D.Mist,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
dmist,Dr Lugae (Lower Babil - Top),D.Mist,25,18943,26020,11000,6,99,86,0,0,1,0,0,0,27,27,7,,,,
dmist,Magus Sisters (Zot 1),D.Mist,16,9000,9000,9000,5,80,60,0,0,2,3,60,11,7,7,11,,,,
dmist,Milon (Ordeals 1),D.Mist,15,2780,3800,3300,1,75,19,0,0,2,0,0,0,8,8,14,,,,
dmist,Milon Z (Ordeals 2),D.Mist,15,3000,4000,3000,3,99,44,0,0,1,6,40,22,9,9,31,,,,
dmist,Dark Knight Cecil (Ordeals 3),D.Mist,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,17,,,,
dmist,Mt Hobs,D.Mist,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,5,,,,
dmist,Watery Passage,D.Mist,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,10,,,,
dmist,Odin (Baron Castle Basement),D.Mist,53,20500,18000,0,9,85,116,0,0,3,7,50,32,43,46,95,,,,
dmist,Kaipo Inn,D.Mist,11,302,880,245,3,75,26,0,0,2,2,60,12,2,4,11,,,,
dmist,Ogopogo (Lunar Core),D.Mist,62,37000,61100,0,11,99,150,0,0,4,9,50,40,38,38,127,,,,
dmist,Pale Dim (Lunar Sub),D.Mist,98,27300,59000,0,11,85,144,0,0,5,10,50,48,40,43,31,,,,
dmist,Plague (Lunar Sub),D.Mist,96,28000,31200,550,11,90,146,0,0,5,7,50,32,29,32,96,,,,
dmist,Rubicant (Upper Babil 2),D.Mist,50,25200,25000,7000,7,80,88,0,0,1,8,80,37,38,38,16,,,,
dmist,Valvalis (Zot 2),D.Mist,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,63,,,,
dmist,Wyvern (Lunar Sub),D.Mist,99,25000,64300,0,12,90,160,0,0,5,10,50,52,43,46,8,,,,
elements,Antlion Cave,Elements,2,549,586,400,2,85,11,0,0,2,2,60,8,5,5,1,scriptHP: 106,scriptHP: 386,,
elements,Antlion Cave,Elements,2,452,915,400,2,85,11,0,0,1,0,0,5,5,5,1,scriptHP: 260,,,
elements,Asura (Feymarch),Elements,63,12606,7805,0,10,99,134,0,0,0,8,80,37,66,66,69,scriptHP: 2433,scriptHP: 8847,,
elements,Asura (Feymarch),Elements,63,10395,12196,0,10,99,138,0,0,0,3,80,28,66,66,143,scriptHP: 5972,,,
elements,Cave Bahamut,Elements,47,20279,13659,0,13,99,174,0,0,1,1,60,8,27,27,17,scriptHP: 3914,scriptHP: 14231,,
elements,Cave Bahamut,Elements,47,16722,21342,0,13,99,174,0,0,1,0,0,5,27,27,36,scriptHP: 9607,,,
elements,Baigan (Baron Castle 1),Elements,9,2302,1881,1500,4,99,52,0,0,0,3,60,11,8,8,9,scriptHP: 445,scriptHP: 1616,,
elements,Baigan (Baron Castle 1),Elements,9,1899,2940,1500,4,99,54,0,0,0,0,0,5,8,8,19,scriptHP: 1091,,,
elements,Calbrena (Dwarf Castle 1),Elements,47,4672,8196,4000,7,99,96,1,80,2,6,60,25,11,11,41,scriptHP: 902,scriptHP: 3279,,
elements,Calbrena (Dwarf Castle 1),Elements,47,3853,12805,4000,7,99,98,1,90,1,1,75,19,11,11,85,scriptHP: 2214,,,
elements,CPU (Giant 2),Elements,48,13154,58537,5167,13,99,174,4,45,4,8,50,38,38,38,127,scriptHP: 2539,scriptHP: 9231,,
elements,CPU (Giant 2),Elements,48,10847,91464,5167,13,99,174,2,55,3,3,80,28,38,38,255,scriptHP: 6232,,,
elements,Cave Magnes,Elements,19,2741,2732,4500,4,99,54,0,0,3,99,99,254,11,11,15,scriptHP: 529,scriptHP: 1924,,
elements,Cave Magnes,Elements,19,2260,4269,4500,4,99,54,0,0,2,13,99,174,11,11,31,scriptHP: 1299,,,
elements,Dark Imp (Tower Key),Elements,16,328,2272,68,5,70,56,0,0,0,0,0,0,18,21,4,scriptHP: 64,scriptHP: 231,,
elements,Dark Imp (Tower Key),Elements,16,270,3549,68,5,70,58,0,0,0,0,0,0,18,21,7,scriptHP: 156,,,
elements,D Lunar (Lunar Sub),Elements,99,23020,39025,0,11,85,144,3,30,4,10,80,54,30,30,36,scriptHP: 4443,scriptHP: 16155,,
elements,D Lunar (Lunar Sub),Elements,99,18981,60976,0,11,95,148,2,35,3,4,70,40,30,30,75,scriptHP: 10904,,,
elements,Mist Cave,Elements,10,255,274,100,2,90,16,0,0,5,7,80,31,5,5,10,scriptHP: 50,scriptHP: 179,,
elements,Mist Cave,Elements,10,211,427,100,2,90,16,0,0,3,6,40,24,5,5,21,scriptHP: 122,,,
elements,Elements (Giant 1),Elements,79,57001,40000,10000,10,80,128,2,35,3,3,60,4,89,89,15,scriptHP: 11001,scriptHP: 40001,,
elements,Elements (Giant 1),Elements,79,47000,62500,10000,10,90,132,1,45,2,0,0,3,89,89,31,scriptHP: 27001,,,
elements,Sealed Cave,Elements,37,10414,8976,4000,6,90,84,1,35,2,7,80,29,66,66,79,scriptHP: 2010,scriptHP: 7309,,
elements,Sealed Cave,Elements,37,8587,14025,4000,6,99,86,1,45,2,1,80,21,66,66,164,scriptHP: 4933,,,
elements,Fabul Defense,Elements,15,1031,2182,713,3,90,36,2,20,2,3,60,11,6,9,3,scriptHP: 199,scriptHP: 724,,
elements,Fabul Defense,Elements,15,850,3409,713,3,90,38,1,25,2,0,0,5,6,9,6,scriptHP: 489,,,
elements,Golbez (Dwarf Castle 2),Elements,31,1646,7805,5500,5,99,68,0,0,0,0,0,0,27,27,1,scriptHP: 318,scriptHP: 1156,,
elements,Golbez (Dwarf Castle 2),Elements,31,1357,12196,5500,5,99,70,0,0,0,0,0,0,27,27,3,scriptHP: 780,,,
elements,Baron Guards (Baron Inn 1),Elements,18,220,562,500,3,99,46,1,90,1,3,40,14,11,14,26,scriptHP: 43,scriptHP: 155,,
elements,Baron Guards (Baron Inn 1),Elements,18,181,879,500,3,99,46,1,90,1,0,0,5,11,14,54,scriptHP: 104,,,
elements,Baron Throne Room,Elements,16,2193,2147,2000,3,99,44,2,50,2,10,50,48,15,15,29,scriptHP: 424,scriptHP: 1539,,
elements,Baron Throne Room,Elements,16,1808,3354,2000,3,99,46,1,65,2,3,90,36,15,15,60,scriptHP: 1039,,,
elements,Karate (Baron Inn 2),Elements,31,2193,0,0,6,99,86,0,0,0,0,0,0,4,7,6,scriptHP: 424,scriptHP: 1539,,
elements,Karate (Baron Inn 2),Elements,31,1808,0,0,6,99,86,0,0,0,0,0,0,4,7,13,scriptHP: 1039,,,
elements,Eblan Royalty (Upper Babil 1),Elements,15,3289,0,0,9,85,116,0,0,0,0,0,0,53,53,3,scriptHP: 635,scriptHP: 2309,,
elements,Eblan Royalty (Upper Babil 1),Elements,15,2712,0,0,9,95,120,0,0,0,0,0,0,53,53,6,scriptHP: 1558,,,
elements,Leviatan (Feymarch),Elements,79,19183,10927,0,13,99,174,0,0,5,10,80,47,53,53,34,scriptHP: 3702,scriptHP: 13462,,
elements,Leviatan (Feymarch),Elements,79,15818,17074,0,13,99,174,0,0,3,3,85,34,53,53,71,scriptHP: 9087,,,
elements,Dr Lugae (Lower Babil - Top),Elements,25,10383,10155,5500,6,99,86,1,50,1,0,0,0,27,27,7,scriptHP: 2004,scriptHP: 7287,,
elements,Dr Lugae (Lower Babil - Top),Elements,25,8561,15866,5500,6,99,86,1,60,1,0,0,0,27,27,15,scriptHP: 4919,,,
elements,Magus Sisters (Zot 1),Elements,16,4933,3513,4500,5,80,60,1,45,2,3,60,11,7,7,11,scriptHP: 952,scriptHP: 3462,,
elements,Magus Sisters (Zot 1),Elements,16,4068,5488,4500,5,80,62,1,60,1,0,0,5,7,7,23,scriptHP: 2337,,,
elements,Milon (Ordeals 1),Elements,15,1524,1483,1650,1,75,19,1,35,2,0,0,0,8,8,14,scriptHP: 295,scriptHP: 1070,,
elements,Milon (Ordeals 1),Elements,15,1257,2318,1650,1,80,20,1,45,2,0,0,0,8,8,29,scriptHP: 723,,,
elements,Milon Z (Ordeals 2),Elements,15,1645,1561,1500,3,99,44,1,60,1,6,40,22,9,9,32,scriptHP: 318,scriptHP: 1155,,
elements,Milon Z (Ordeals 2),Elements,15,1356,2440,1500,3,99,46,1,70,1,4,40,16,9,9,65,scriptHP: 779,,,
elements,Dark Knight Cecil (Ordeals 3),Elements,17,549,0,0,3,99,46,0,0,0,3,60,11,5,5,4,scriptHP: 106,scriptHP: 386,,
elements,Dark Knight Cecil (Ordeals 3),Elements,17,452,0,0,3,99,46,0,0,0,0,0,5,5,5,7,scriptHP: 260,,,
elements,Mt Hobs,Elements,15,686,1702,878,3,80,30,0,0,0,1,40,9,7,7,5,scriptHP: 133,scriptHP: 482,,
elements,Mt Hobs,Elements,15,565,2659,878,3,85,32,0,0,0,0,0,5,7,7,11,scriptHP: 325,,,
elements,Watery Passage,Elements,10,1288,469,250,2,99,22,0,0,0,6,60,25,31,31,2,scriptHP: 249,scriptHP: 904,,
elements,Watery Passage,Elements,10,1063,732,250,2,99,22,0,0,0,1,75,19,31,31,4,scriptHP: 611,,,
elements,Odin (Baron Castle Basement),Elements,53,11236,7025,0,9,85,116,2,90,3,7,50,32,43,46,95,scriptHP: 2169,scriptHP: 7885,,
elements,Odin (Baron Castle Basement),Elements,53,9265,10976,0,9,95,120,1,80,2,6,40,24,43,46,197,scriptHP: 5323,,,
elements,Kaipo Inn,Elements,11,166,344,123,3,75,26,1,65,2,2,60,12,2,4,3,scriptHP: 33,scriptHP: 117,,
elements,Kaipo Inn,Elements,11,137,537,123,3,80,28,1,90,1,0,0,5,2,4,5,scriptHP: 79,,,
elements,Ogopogo (Lunar Core),Elements,62,20279,23844,0,11,99,150,4,55,4,9,50,40,38,38,127,scriptHP: 3914,scriptHP: 14231,,
elements,Ogopogo (Lunar Core),Elements,62,16722,37257,0,11,99,152,2,70,3,3,80,30,38,38,255,scriptHP: 9607,,,
elements,Pale Dim (Lunar Sub),Elements,98,14963,23025,0,11,85,144,5,40,5,10,50,48,40,43,32,scriptHP: 2888,scriptHP: 10501,,
elements,Pale Dim (Lunar Sub),Elements,98,12338,35976,0,11,95,148,2,55,3,3,90,36,40,43,65,scriptHP: 7088,,,
elements,Plague (Lunar Sub),Elements,96,15347,12176,275,11,90,146,4,50,5,7,50,32,29,32,19,scriptHP: 2962,scriptHP: 10770,,
elements,Plague (Lunar Sub),Elements,96,12654,19025,275,11,99,150,2,70,3,6,40,24,29,32,38,scriptHP: 7270,,,
elements,Rubicant (Upper Babil 2),Elements,50,13812,9757,3500,7,80,88,1,90,1,8,80,37,38,38,16,scriptHP: 2666,scriptHP: 9693,,
elements,Rubicant (Upper Babil 2),Elements,50,11389,15244,3500,7,90,92,1,90,1,3,80,28,38,38,34,scriptHP: 6543,,,
elements,Valvalis (Zot 2),Elements,36,3289,3708,2750,5,99,70,0,0,0,3,40,12,18,18,63,scriptHP: 635,scriptHP: 2309,,
elements,Valvalis (Zot 2),Elements,36,2712,5793,2750,5,99,70,0,0,0,0,0,5,18,18,131,scriptHP: 1558,,,
elements,Wyvern (Lunar Sub),Elements,99,13702,25093,0,12,90,160,4,80,5,10,50,52,43,46,8,scriptHP: 2645,scriptHP: 9616,,
elements,Wyvern (Lunar Sub),Elements,99,11299,39208,0,12,99,164,2,90,3,4,70,40,43,46,17,scriptHP: 6491,,,
evilwall,Antlion Cave,EvilWall,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,5,,,,
evilwall,Asura (Feymarch),EvilWall,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
evilwall,Cave Bahamut,EvilWall,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
evilwall,Baigan (Baron Castle 1),EvilWall,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,9,,,,
evilwall,Calbrena (Dwarf Castle 1),EvilWall,47,8524,21000,8000,7,99,96,1,80,2,6,60,25,11,11,41,,,,
evilwall,CPU (Giant 2),EvilWall,48,24000,150000,10333,13,99,174,4,45,4,8,50,38,38,38,127,,,,
evilwall,Cave Magnes,EvilWall,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,16,,,,
evilwall,Dark Imp (Tower Key),EvilWall,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,35,,,,
evilwall,D Lunar (Lunar Sub),EvilWall,99,42000,100000,0,11,85,144,3,30,4,10,80,54,30,30,36,,,,
evilwall,Mist Cave,EvilWall,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10,,,,
evilwall,Elements (Giant 1),EvilWall,79,65000,102500,20000,10,80,128,2,35,3,3,60,4,89,89,16,,,,
evilwall,Sealed Cave,EvilWall,37,19000,23000,8000,6,90,84,1,35,2,7,80,29,66,66,79,,,,
evilwall,Fabul Defense,EvilWall,15,1880,5590,1425,3,90,36,2,20,2,3,60,11,6,9,33,,,,
evilwall,Golbez (Dwarf Castle 2),EvilWall,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
evilwall,Baron Guards (Baron Inn 1),EvilWall,18,400,1440,1000,3,99,46,1,90,1,3,40,14,11,14,26,,,,
evilwall,Baron Throne Room,EvilWall,16,4000,5500,4000,3,99,44,2,50,2,10,50,48,15,15,29,,,,
evilwall,Karate (Baron Inn 2),EvilWall,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,67,,,,
evilwall,Eblan Royalty (Upper Babil 1),EvilWall,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,33,,,,
evilwall,Leviatan (Feymarch),EvilWall,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
evilwall,Dr Lugae (Lower Babil - Top),EvilWall,25,18943,26020,11000,6,99,86,1,50,1,0,0,0,27,27,7,,,,
evilwall,Magus Sisters (Zot 1),EvilWall,16,9000,9000,9000,5,80,60,1,45,2,3,60,11,7,7,11,,,,
evilwall,Milon (Ordeals 1),EvilWall,15,2780,3800,3300,1,75,19,1,35,2,0,0,0,8,8,14,,,,
evilwall,Milon Z (Ordeals 2),EvilWall,15,3000,4000,3000,3,99,44,1,60,1,6,40,22,9,9,31,,,,
evilwall,Dark Knight Cecil (Ordeals 3),EvilWall,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,37,,,,
evilwall,Mt Hobs,EvilWall,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,5,,,,
evilwall,Watery Passage,EvilWall,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,22,,,,
evilwall,Odin (Baron Castle Basement),EvilWall,53,20500,18000,0,9,85,116,2,90,3,7,50,32,43,46,95,,,,
evilwall,Kaipo Inn,EvilWall,11,302,880,245,3,75,26,1,65,2,2,60,12,2,4,24,,,,
evilwall,Ogopogo (Lunar Core),EvilWall,62,37000,61100,0,11,99,150,4,55,4,9,50,40,38,38,127,,,,
evilwall,Pale Dim (Lunar Sub),EvilWall,98,27300,59000,0,11,85,144,5,40,5,10,50,48,40,43,31,,,,
evilwall,Plague (Lunar Sub),EvilWall,96,28000,31200,550,11,90,146,4,50,5,7,50,32,29,32,205,,,,
evilwall,Rubicant (Upper Babil 2),EvilWall,50,25200,25000,7000,7,80,88,1,90,1,8,80,37,38,38,16,,,,
evilwall,Valvalis (Zot 2),EvilWall,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,63,,,,
evilwall,Wyvern (Lunar Sub),EvilWall,99,25000,64300,0,12,90,160,4,80,5,10,50,52,43,46,8,,,,
fabulgauntlet,Antlion Cave,General,2,171,164,88,2,85,11,0,0,2,2,60,8,5,5,0,,,,
fabulgauntlet,Antlion Cave,Fighter,2,35,111,57,2,60,8,0,0,2,0,0,3,1,2,0,,,,
fabulgauntlet,Antlion Cave,Weeper,2,54,43,23,2,90,3,0,0,2,1,60,8,5,5,20,,,,
fabulgauntlet,Antlion Cave,Imp Cap.,2,20,51,29,2,90,3,0,0,0,1,30,5,4,4,0,,,,
fabulgauntlet,Antlion Cave,WaterHag,2,26,38,23,2,90,3,0,0,2,1,30,5,8,8,0,,,,
fabulgauntlet,Antlion Cave,Gargoyle,2,86,86,57,2,60,8,0,0,2,1,60,8,5,5,0,,,,
fabulgauntlet,Asura (Feymarch),General,63,3915,2183,0,10,99,134,0,0,0,8,80,37,66,66,0,,,,
fabulgauntlet,Asura (Feymarch),Fighter,51,796,1467,0,8,90,104,0,0,0,3,40,14,11,14,0,,,,
fabulgauntlet,Asura (Feymarch),Weeper,38,1224,573,0,5,99,68,0,0,0,7,80,33,66,66,255,,,,
fabulgauntlet,Asura (Feymarch),Imp Cap.,38,453,680,0,4,99,54,0,0,0,6,60,23,43,46,0,,,,
fabulgauntlet,Asura (Feymarch),WaterHag,34,588,501,0,5,99,68,0,0,0,6,60,23,111,111,0,,,,
fabulgauntlet,Asura (Feymarch),Gargoyle,51,1958,1145,0,8,90,104,0,0,0,4,70,40,66,66,0,,,,
fabulgauntlet,Cave Bahamut,General,47,6298,3820,0,13,99,174,0,0,1,1,60,8,27,27,0,,,,
fabulgauntlet,Cave Bahamut,Fighter,38,1280,2568,0,10,99,136,0,0,1,0,0,3,3,6,0,,,,
fabulgauntlet,Cave Bahamut,Weeper,29,1969,1002,0,6,99,86,0,0,1,1,60,8,27,27,255,,,,
fabulgauntlet,Cave Bahamut,Imp Cap.,29,729,1190,0,6,70,72,0,0,0,1,30,5,18,21,0,,,,
fabulgauntlet,Cave Bahamut,WaterHag,26,945,877,0,6,99,86,0,0,1,1,30,5,38,38,0,,,,
fabulgauntlet,Cave Bahamut,Gargoyle,38,3149,2004,0,10,99,136,0,0,1,1,60,8,27,27,0,,,,
fabulgauntlet,Baigan (Baron Castle 1),General,9,715,526,327,4,99,52,0,0,0,3,60,11,8,8,0,,,,
fabulgauntlet,Baigan (Baron Castle 1),Fighter,8,146,354,211,3,95,40,0,0,0,0,0,4,1,2,0,,,,
fabulgauntlet,Baigan (Baron Castle 1),Weeper,6,224,138,85,3,75,26,0,0,0,2,60,10,8,8,87,,,,
fabulgauntlet,Baigan (Baron Castle 1),Imp Cap.,6,83,164,106,2,99,22,0,0,0,2,40,7,5,5,0,,,,
fabulgauntlet,Baigan (Baron Castle 1),WaterHag,5,108,121,85,3,75,26,0,0,0,2,40,7,11,11,0,,,,
fabulgauntlet,Baigan (Baron Castle 1),Gargoyle,8,358,276,211,3,95,40,0,0,0,2,60,12,8,8,0,,,,
fabulgauntlet,Calbrena (Dwarf Castle 1),General,47,1451,2292,871,7,99,96,1,80,2,6,60,25,11,11,0,,,,
fabulgauntlet,Calbrena (Dwarf Castle 1),Fighter,38,295,1541,562,6,80,76,0,0,2,0,0,5,1,2,0,,,,
fabulgauntlet,Calbrena (Dwarf Castle 1),Weeper,29,454,602,225,4,90,48,1,80,2,6,60,23,11,11,255,,,,
fabulgauntlet,Calbrena (Dwarf Castle 1),Imp Cap.,29,168,714,281,3,95,40,0,0,0,4,40,16,8,8,0,,,,
fabulgauntlet,Calbrena (Dwarf Castle 1),WaterHag,26,218,526,225,4,90,48,1,80,2,4,40,16,18,18,0,,,,
fabulgauntlet,Calbrena (Dwarf Castle 1),Gargoyle,38,726,1203,562,6,80,76,1,80,2,3,80,28,11,11,0,,,,
fabulgauntlet,CPU (Giant 2),General,48,4086,16369,1124,13,99,174,4,45,4,8,50,38,38,38,0,,,,
fabulgauntlet,CPU (Giant 2),Fighter,39,830,11002,726,10,99,136,0,0,4,3,40,14,6,9,0,,,,
fabulgauntlet,CPU (Giant 2),Weeper,29,1277,4294,291,6,99,86,2,90,3,8,50,34,38,38,255,,,,
fabulgauntlet,CPU (Giant 2),Imp Cap.,29,473,5099,363,6,70,72,0,0,0,6,40,24,26,29,0,,,,
fabulgauntlet,CPU (Giant 2),WaterHag,26,613,3757,291,6,99,86,2,90,3,6,40,24,65,65,0,,,,
fabulgauntlet,CPU (Giant 2),Gargoyle,39,2043,8587,726,10,99,136,2,90,3,4,70,42,38,38,0,,,,
fabulgauntlet,Cave Magnes,General,19,852,764,979,4,99,54,0,0,3,99,99,254,11,11,0,,,,
fabulgauntlet,Cave Magnes,Fighter,16,173,514,632,3,95,42,0,0,3,7,90,92,1,2,0,,,,
fabulgauntlet,Cave Magnes,Weeper,12,266,201,253,3,80,28,0,0,3,99,99,254,11,11,183,,,,
fabulgauntlet,Cave Magnes,Imp Cap.,12,99,238,316,2,99,22,0,0,0,12,95,162,8,8,0,,,,
fabulgauntlet,Cave Magnes,WaterHag,11,128,176,253,3,80,28,0,0,3,12,95,162,18,18,0,,,,
fabulgauntlet,Cave Magnes,Gargoyle,16,426,401,632,3,95,42,0,0,3,99,100,255,11,11,0,,,,
fabulgauntlet,Dark Imp (Tower Key),General,16,102,636,15,5,70,56,0,0,0,0,0,0,18,21,0,,,,
fabulgauntlet,Dark Imp (Tower Key),Fighter,13,21,427,10,4,80,44,0,0,0,0,0,0,2,5,0,,,,
fabulgauntlet,Dark Imp (Tower Key),Weeper,10,32,167,4,3,80,28,0,0,0,0,0,0,18,21,154,,,,
fabulgauntlet,Dark Imp (Tower Key),Imp Cap.,10,12,198,5,3,75,24,0,0,0,0,0,0,12,15,0,,,,
fabulgauntlet,Dark Imp (Tower Key),WaterHag,9,16,146,4,3,80,28,0,0,0,0,0,0,30,30,0,,,,
fabulgauntlet,Dark Imp (Tower Key),Gargoyle,13,51,334,10,4,80,44,0,0,0,0,0,0,18,21,0,,,,
fabulgauntlet,D Lunar (Lunar Sub),General,99,7149,10913,0,11,85,144,3,30,4,10,80,54,30,30,0,,,,
fabulgauntlet,D Lunar (Lunar Sub),Fighter,80,1453,7335,0,9,75,112,0,0,4,1,75,19,4,7,0,,,,
fabulgauntlet,D Lunar (Lunar Sub),Weeper,60,2235,2863,0,6,70,72,3,80,4,10,80,50,30,30,255,,,,
fabulgauntlet,D Lunar (Lunar Sub),Imp Cap.,60,827,3399,0,5,80,60,0,0,0,8,50,34,20,23,0,,,,
fabulgauntlet,D Lunar (Lunar Sub),WaterHag,53,1073,2505,0,6,70,72,2,70,3,8,50,34,41,44,0,,,,
fabulgauntlet,D Lunar (Lunar Sub),Gargoyle,80,3575,5725,0,9,75,112,2,90,3,5,80,60,30,30,0,,,,
fabulgauntlet,Mist Cave,General,10,80,77,22,2,90,16,0,0,5,7,80,31,5,5,0,,,,
fabulgauntlet,Mist Cave,Fighter,8,17,52,15,2,85,13,0,0,5,0,0,5,1,2,0,,,,
fabulgauntlet,Mist Cave,Weeper,6,25,21,6,1,60,8,0,0,5,3,80,28,5,5,96,,,,
fabulgauntlet,Mist Cave,Imp Cap.,6,10,24,8,1,60,6,0,0,0,5,60,19,4,4,0,,,,
fabulgauntlet,Mist Cave,WaterHag,6,12,18,6,1,60,8,0,0,5,5,60,19,8,8,0,,,,
fabulgauntlet,Mist Cave,Gargoyle,8,40,41,15,2,85,13,0,0,5,3,85,34,5,5,0,,,,
fabulgauntlet,Elements (Giant 1),General,79,17703,11186,2176,10,80,128,2,35,3,3,60,4,89,89,0,,,,
fabulgauntlet,Elements (Giant 1),Fighter,64,3596,7518,1404,8,80,100,0,0,3,0,0,1,15,18,0,,,,
fabulgauntlet,Elements (Giant 1),Weeper,48,5532,2934,562,5,90,64,2,90,3,2,55,3,89,89,255,,,,
fabulgauntlet,Elements (Giant 1),Imp Cap.,48,2047,3484,702,10,80,54,0,0,0,2,40,2,65,65,0,,,,
fabulgauntlet,Elements (Giant 1),WaterHag,43,2656,2568,562,5,90,64,1,80,2,2,40,2,111,111,0,,,,
fabulgauntlet,Elements (Giant 1),Gargoyle,64,8852,5868,1404,8,80,100,2,90,3,3,60,4,89,89,0,,,,
fabulgauntlet,Sealed Cave,General,37,3235,2510,871,6,90,84,1,35,2,7,80,29,66,66,0,,,,
fabulgauntlet,Sealed Cave,Fighter,30,657,1687,562,5,90,66,0,0,2,0,0,5,11,14,0,,,,
fabulgauntlet,Sealed Cave,Weeper,23,1011,659,225,3,95,42,1,80,2,6,80,27,66,66,255,,,,
fabulgauntlet,Sealed Cave,Imp Cap.,23,374,782,281,3,90,36,0,0,0,5,60,19,43,46,0,,,,
fabulgauntlet,Sealed Cave,WaterHag,20,486,577,225,3,95,42,1,80,2,5,60,19,111,111,0,,,,
fabulgauntlet,Sealed Cave,Gargoyle,30,1618,1317,562,5,90,66,1,80,2,3,85,32,66,66,0,,,,
